룬 경험치 버프 효과 +100%,2017.03.26,(+98일)2017.07.02,(+140일)2017.11.19,(+84일)2018.02.11,(+70일)2018.04.22,(+77일)2018.07.08,(+70일)2018.09.16,(+308일)2019.07.21,(+49일)2019.09.08,(+77일)2019.11.24,(+63일)2020.01.26,(+42일)2020.03.08,(+21일)2020.03.29,(+35일)2020.05.03,(+56일)2020.06.28,(+42일)2020.08.09,(+35일)2020.09.13,(+42일)2020.10.25,(+35일)2020.11.29,(+70일)2021.02.07,(+21일)2021.02.28,(+28일)2021.03.28,(+28일)2021.04.25,(+28일)2021.05.23,(+28일)2021.06.20,(+28일)2021.07.18,(+28일)2021.08.15,(+28일)2021.09.12,(+49일)2021.10.31,(+49일)2021.12.19,(+42일)2022.01.30,(+49일)2022.03.20,(+35일)2022.04.24,(+42일)2022.06.05,(+35일)2022.07.10,(+42일)2022.08.21,(+35일)2022.09.25,(+14일)2022.10.09,(+42일)2022.11.20,(+21일)2022.12.11,(+14일)2022.12.25,(+35일)2023.01.29,(+28일)2023.02.26,(+42일)2023.04.09,(+14일)2023.04.23,(+28일)2023.05.21,(+28일)2023.06.18
10성 이하에서 스타포스 강화 성공 시 1+1 강화,2018.02.18,(+98일)2018.05.27,(+49일)2018.07.15,(+140일)2018.12.02,(+63일)2019.02.03,(+98일)2019.05.12,(+49일)2019.06.30,(+63일)2019.09.01,(+119일)2019.12.29,(+98일)2020.04.05,(+77일)2020.06.21,(+42일)2020.08.02,(+77일)2020.10.18,(+126일)2021.02.21,(+63일)2021.04.25,(+49일)2021.06.13,(+49일)2021.08.01,(+49일)2021.09.19,(+49일)2021.11.07,(+154일)2022.04.10,(+77일)2022.06.26,(+56일)2022.08.21,(+84일)2022.11.13,(+60일)2023.01.12(목),(+52일)2023.03.05,(+77일)2023.05.21,(+35일)2023.06.25
99콤보 마다 콤보킬 구슬 추가 생성,2017.04.16
강력한 환생의 불꽃 5개 사용 시마다 1개 지급(월드 당 최대 10개),2018.12.16
경험치 2배,2018.04.29(하루 종일),(+364일)2019.04.28(하루 종일),(+196일)2019.11.10(하루 종일),(+903일)2022.05.01(오전 10시~오후 10시)
경험치 2배 쿠폰(15분) 4장 지급,2018.06.17,(+7일)2018.06.24
경험치 2배 쿠폰(30분) 2장 지급,2018.03.11
경험치 2배 쿠폰(30분) 3장 지급,2018.01.14
경험치 2배 쿠폰(30분) 4장 지급,2017.04.16
경험치 3배 쿠폰(15분) 2장 지급,2017.12.10,(+63일)2018.02.11,(+70일)2018.04.22,(+1799일)2023.03.26
경험치 3배 쿠폰(15분) 3장 지급,2020.07.19,(+14일)2020.08.02
경험치 3배 쿠폰(15분) 5장 지급,2019.06.16,(+91일)2019.09.15,(+98일)2019.12.22,(+70일)2020.03.01
경험치 3배 쿠폰(30분) 4장 지급,2023.07.30
데미지 스킨 선택 지급,2018.11.18(샤방샤방/샤방샤방(Ver.2)/샤방샤방(Ver.3)),(+210일)2019.06.16(뉴트로 하트뿅뿅/뉴트로 눈송송/뉴트로 V 네온/뉴트로 별별/뉴트로 크로우/뉴트로 13주년 단풍잎)
돌발미션 일일 클리어 가능 횟수 2배(3회→6회),2017.03.12,(+105일)2017.06.25,(+70일)2017.09.03,(+70일)2017.11.12
돌발미션 일일 클리어 가능 횟수 3배(3회→9회),2018.11.25,(+224일)2019.07.07
돌발미션 일일 클리어 가능 횟수 5배(3회→15회),2018.04.15
돌발미션 클리어 경험치 2배,2017.03.12,(+105일)2017.06.25,(+70일)2017.09.03,(+70일)2017.11.12,(+154일)2018.04.15
돌발미션 클리어 경험치 3배,2018.07.08,(+140일)2018.11.25,(+224일)2019.07.07
돌발미션이 더욱 자주 발생,2018.04.15,(+224일)2018.11.25,(+224일)2019.07.07
레이디 블레어의 코디 타임,2022.0,2.20,(+175일)2022.08.14
룬 경험치 버프 지속시간 2배(3분→6분),2017.03.26,(+98일)2017.07.02,(+56일)2017.08.27
메가 버닝 부스터 지급,2017.12.17
메이플 유니온 일일퀘스트 코인 지급량 7배,2017.11.05,(+147일)2018.04.01,(+189일)2018.10.07
메이플 유니온 프리셋 쿠폰 1개 지급,2017.11.05,(+147일)2018.04.01
메이플 유니온 프리셋 쿠폰 2개 지급,2018.10.28
몬스터 컬렉션 '의문의 모몽' 1개 지급,2019.04.07
몬스터 컬렉션 '의문의 모몽' 3개 지급,2018.10.21,(+364일)2019.10.20,(+42일)2019.12.01,(+133일)2020.04.12,(+175일)2020.10.04,(+42일)2020.11.15,(+119일)2021.03.14,(+147일)2021.08.08,(+49일)2021.09.26,(+21일)2021.10.17,(+56일)2021.12.12,(+105일)2022.03.27,(+63일)2022.05.29,(+147일)2022.10.23,(+35일)2022.11.27,(+105일)2023.03.12,(+84일)2023.06.04
몬스터 컬렉션 신규 몬스터 등록 확률 추가 100%,2017.12.10,(+126일)2018.04.15,(+189일)2018.10.21,(+168일)2019.04.07,(+196일)2019.10.20,(+42일)2019.12.01,(+133일)2020.04.12,(+175일)2020.10.04,(+42일)2020.11.15,(+56일)2021.01.10,(+63일)2021.03.14,(+147일)2021.08.08,(+49일)2021.09.26,(+21일)2021.10.17,(+56일)2021.12.12,(+105일)2022.03.27,(+63일)2022.05.29,(+119일)2022.09.25,(+28일)2022.10.23,(+35일)2022.11.27,(+105일)2023.03.12,(+84일)2023.06.04
몬스터 컬렉션 탐험 필요 시간 50% 단축,2017.12.10,(+126일)2018.04.15
몬스터 파크 클리어 경험치 추가 50%,2018.10.07,(+77일)2018.12.23,(+287일)2019.10.06,(+168일)2020.03.22,(+70일)2020.05.31,(+56일)2020.07.26,(+63일)2020.09.27,(+77일)2020.12.13,(+14일)2020.12.27,(+28일)2021.01.24,(+98일)2021.05.02,(+70일)2021.07.11,(+49일)2021.08.29,(+14일)2021.09.12,(+49일)2021.10.31,(+91일)2022.01.30,(+84일)2022.04.24,(+105일)2022.08.07,(+49일)2022.09.25,(+14일)2022.10.09,(+28일)2022.11.06,(+21일)2022.11.27,(+42일)2023.01.08,(+42일)2023.02.19,(+56일)2023.04.16,(+14일)2023.04.30,(+35일)2023.06.04,(+35일)2023.07.09,(+21일)2023.07.30
몬스터파크 클리어 시 성장의 일요일 상자 지급량 2배,2018.12.23
미라클 타임,2019.01.13(오전 10시~오후 10시),(+364일)2020.01.12(오전 10시~오후 10시),(+371일)2021.01.17(오전 8시~오후 11시 30분),(+357일)2022.01.09,(오전 8시~오후 11시 30분),(+189일)2022.07.17,(오전 8시~오후 11시 30분),(+182일)2023.01.15(오전 8시~오후 11시 30분),(+182일)2023.07.16,(오전 7시~오후 11시 30분)
"버닝 필드 더 빠른 버닝 단계 상승, 버닝 단계 유지 시간 증가",2017.04.09,(+84일)2017.07.02
버닝 필드 최고 15단계까지 상승,2017.04.09,(+84일)2017.07.02
보스파티 결성 버프 효과 증가(10%→30%),2017.08.27
불꽃늑대 퇴장 시 획득하는 경험치 1.5배,2017.09.10
불꽃늑대 퇴장 시 획득하는 경험치 2배,2017.12.03,(+112일)2018.03.25,(+98일)2018.07.01,(+161일)2018.12.09,(+112일)2019.03.31,(+84일)2019.06.23,(+49일)2019.08.11,(+42일)2019.09.22,(+77일)2019.12.08,(+70일)2020.02.16,(+42일)2020.03.29,(+42일)2020.05.10,(+56일)2020.07.05,(+63일)2020.09.06,(+35일)2020.10.11,(+42일)2020.11.22,(+28일)2020.12.20,(+77일)2021.03.07,(+28일)2021.04.04,(+28일)2021.05.02,(+28일)2021.05.30,(+28일)2021.06.27,(+28일)2021.07.25,(+28일)2021.08.22,(+28일)2021.09.19,(+49일)2021.11.07,(+56일)2022.01.02,(+42일)2022.02.13,(+28일)2022.03.13,(+35일)2022.04.17,(+21일)2022.05.08,(+91일)2022.08.07,(+49일)2022.09.25,(+7일)2022.10.02,(+42일)2022.11.13,(+21일)2022.12.04,(+35일)2023.01.08,(+42일)2023.02.19,(+56일)2023.04.16,(+14일)2023.04.30,(+28일)2023.05.28,(+21일)2023.06.18
쁘띠 펫 타임,2022.01.23,(+161일)2022.07.03
사냥 시 소환되는 엘리트 몬스터 수 증가(1마리→2마리),2017.04.23,(+133일)2017.09.03,(+77일)2017.11.19,(+105일)2018.03.04,(+273일)2018.12.02,(+126일)2019.04.07,(+77일)2019.06.23,(+49일)2019.08.11,(+42일)2019.09.22
선택 아케인심볼 교환권 20개 지급,2017.10.01,(+105일)2018.01.14,(+161일)2018.06.24,(+119일)2018.10.21,(+175일)2019.04.14,(+77일)2019.06.30,(+105일)2019.10.13,(+84일)2020.01.05
선택 아케인심볼 교환권 30개 지급,2020.02.23,(+119일)2020.06.21,(+56일)2020.08.16,(+140일)2021.01.03,(+42일)2021.02.14,(+119일)2021.06.13
선택 아케인심볼 교환권 50개 지급,2021.07.11,(+49일)2021.08.29,(+84일)2021.11.21,(+84일)2022.02.13,(+77일)2022.05.01
소울 조각 사용 시 위대한 소울 획득 확률 5배,2017.04.23,(+14일)2017.05.07,(+133일)2017.09.17,(+70일)2017.11.26,(+105일)2018.03.11,(+126일)2018.07.15,(+56일)2018.09.09,(+63일)2018.11.11,(+49일)2018.12.30,(+77일)2019.03.17,(+56일)2019.05.12,(+77일)2019.07.28,(+49일)2019.09.15,(+63일)2019.11.17,(+28일)2019.12.15,(+56일)2020.02.09,(+70일)2020.04.19,(+63일)2020.06.21,(+70일)2020.08.30,(+70일)2020.11.08,(+49일)2020.12.27,(+112일)2021.04.18,(+56일)2021.06.13,(+56일)2021.08.08,(+63일)2021.10.10,(+49일)2021.11.28,(+91일)2022.02.27,(+84일)2022.05.22,(+105일)2022.09.04,(+21일)2022.09.25,(+56일)2022.11.20,(+54일)2023.01.13(금),(+65일)2023.03.19,(+56일)2023.05.14,(+70일)2023.07.23
솜사탕 핑크빈 교환권 1개 지급,2022.09.18
"- 스타포스 5, 10, 15성에서 강화 시도 시 성공확률 100%",2017.03.26,(+77일)2017.06.11,(+42일)2017.07.23,(+49일)2017.09.10,(+84일)2017.12.03,(+35일)2018.01.07,(+126일)2018.05.13,(+28일)2018.06.10,(+63일)2018.08.12,(+42일)2018.09.23,(+105일)2019.01.06,(+42일)2019.02.17,(+98일)2019.05.26,(+49일)2019.07.14,(+35일)2019.08.18,(+77일)2019.11.03,(+91일)2020.02.02,(+112일)2020.05.24,(+91일)2020.08.23,(+133일)2021.01.03,(+77일)2021.03.21,(+56일)2021.05.16,(+42일)2021.06.27,(+49일)2021.08.15,(+49일)2021.10.03,(+63일)2021.12.05,(+63일)2022.02.06,(샤이닝 스타포스 타임),(+21일)2022.02.27,(+77일)2022.05.15,(+56일)2022.07.10,(+21일)2022.07.31,"(+175일, 샤이닝 스타포스 타임)",(+56일)2022.09.25,(+84일)2022.12.18,"(+27일)2023.01.14(토)(+167일, 샤이닝 스타포스 타임)",(+22일)2023.02.05,(+91일)2023.05.07,"(+56일)2023.07.02(+169일, 샤이닝 스타포스 타임)"
포스 강화 비용 30% 할인,2017.04.23,(+21일)2017.05.14,(+56일)2017.07.09,(+35일)2017.08.13,(+49일)2017.10.01,(+84일)2017.12.24,(+126일)2018.04.29,(+91일)2018.07.29,(+28일)2018.08.26,(+14일)2018.09.09,(+133일)2019.01.20,(+42일)2019.03.03,(+21일)2019.03.24,(+28일)2019.04.21,(+7일)2019.04.28,(+42일)2019.06.09,(+56일)2019.08.04,(+56일)2019.09.29,(+77일)2019.12.15,(+35일)2020.01.19,(+98일)2020.04.26,(+84일)2020.07.19,(+63일)2020.09.20,(+42일)2020.11.01,(+42일)2020.12.13,(+49일)2021.01.31,(+70일)2021.04.11,(+56일)2021.06.06,(+42일)2021.07.18,(+49일)2021.09.05,(+49일)2021.10.24,(+70일)2022.01.02,(+35일)2022.02.06,(샤이닝 스타포스 타임),(+77일)2022.04.24,(+49일)2022.06.12,(+49일)2022.07.31,"(+175일, 샤이닝 스타포스 타임)",(+77일)2022.10.16,"(+90일)2023.01.14(토)(+167일, 샤이닝 스타포스 타임)",(+4일)2023.01.18(수),(+74일)2023.04.02,(+70일)2023.06.11,"(+21일)2023.07.02(+169일, 샤이닝 스타포스 타임)"
심신수련관 입장용 부적(12시간) 1장 지급,2019.10.27
아케인리버 1~6지역 일일 컨텐츠 획득 보상 2배,2017.04.02,(+28일)2017.04.30,(+28일)2017.05.28,(+63일)2017.07.30,(+56일)2017.09.24,(+49일)2017.11.12,(+35일)2017.12.17,(+98일)2018.03.25,(+14일)2018.04.08,(+84일)2018.07.01,(+77일)2018.09.16,(+84일)2018.12.09
어빌리티 재설정 비용 50% 할인,2017.04.09,(+42일)2017.05.21,(+56일)2017.07.16,(+91일)2017.10.15,(+196일)2018.04.29,(+133일)2018.09.09,(+70일)2018.11.18,(+42일)2018.12.30,(+77일)2019.03.17,(+42일)2019.04.28,(+49일)2019.06.16,(+42일)2019.07.28,(+49일)2019.09.15,(+91일)2019.12.15,(+56일)2020.02.09,(+35일)2020.03.15,(+84일)2020.06.07,(+35일)2020.07.12,(+35일)2020.08.16,(+63일)2020.10.18,(+49일)2020.12.06,(+35일)2021.01.10,(+119일)2021.05.09,(+56일)2021.07.04,(+21일)2021.07.25,(+42일)2021.09.05,(+35일)2021.10.10,(+42일)2021.11.21,(+56일)2022.01.16,(+77일)2022.04.03,(+70일)2022.06.12,(+42일)2022.07.24,(+63일)2022.09.25,(+35일)2022.10.30,(+49일)2022.12.18,(+30일)2023.01.17(화),(+5일)2023.01.22,(+77일)2023.04.09,(+35일)2023.05.14,(+56일)2023.07.09
엘리트 몬스터 마일리지 꾸러미 일일 사용 가능 횟수 4배(5회→20회),2018.03.04
역대 마스터 라벨 풀 패키지 교환권 중 1개 지급,2022.09.18
영원한 환생의 불꽃 5개 사용 시마다 1개 지급(월드 당 최대 10개),2018.12.16
우르스 일일 입장 횟수 2배,2018.04.01,(+210일)2018.10.28
우르스 하루 종일 메소 보상 2배,2018.04.01,(+210일)2018.10.28
월드 통합 파티퀘스트 일일 입장 횟수 2배(5회→10회),2018.04.08
월드 통합 파티퀘스트 파티 포인트 획득량 5배(10→50),2018.04.08
익스트림 레벨업 타임,2021.12.26(오전 10시~오후 10시),(+175일)2022.06.19,(오전 10시~오후 10시),(+84일)2022.09.11(오전 10시~오후 10시)(=,몬스터 사냥 시 경험치 3배 혜택)
익스트림 성장의 비약 1개 지급,2020.02.23,(+119일)2020.06.21,(+35일)2020.07.26,(+140일)2020.12.13
익스트림 성장의 비약 3개 지급,2021.11.14
익스트림 성장의 비약 5개 지급,2022.05.01,(+154일)2022.10.02
잠재능력 감정 및 재설정 비용 50% 할인,2017.10.22,(+147일)2018.03.18,(+231일)2018.11.04
주문의 흔적 강화 비용 30% 할인,2017.03.12,(+231일)2017.10.29
주문의 흔적 강화 비용 50% 할인,2018.03.18,(+42일)2018.04.29,(+49일)2018.06.17,(+84일)2018.09.09,(+56일)2018.11.04,(+91일)2019.02.03,(+84일)2019.04.28,(+49일)2019.06.16,(+91일)2019.09.15,(+91일)2019.12.15,(+77일)2020.03.01,(+77일)2020.05.17,(+28일)2020.06.14,(+28일)2020.07.12,(+49일)2020.08.30,(+49일)2020.10.18,(+56일)2020.12.13,(+21일)2021.01.03,(+49일)2021.02.21,(+77일)2021.05.09,(+35일)2021.06.13,(+21일)2021.07.04,(+28일)2021.08.01,(+35일)2021.09.05,(+28일)2021.10.03,(+42일)2021.11.14,(+63일)2022.01.16,(+84일)2022.04.10,(+77일)2022.06.26,(+28일)2022.07.24,(+63일)2022.09.25,(+49일)2022.11.13,(+35일)2022.12.18,(+29일)2023.01.16(월),(+6일)2023.01.22,(+42일)2023.03.05,(+49일)2023.04.23,(+49일)2023.06.11,(+14일)2023.06.25,(+28일)2023.07.23
캐릭터 슬롯 증가 쿠폰 1개 지급,2019.12.15
콤보킬 경험치 획득량 +300%,2017.11.26,(+77일)2018.02.11,(+70일)2018.04.22,(+77일)2018.07.08,(+140일)2018.11.25,(+238일)2019.07.21,(+49일)2019.09.08,(+77일)2019.11.24,(+63일)2020.01.26,(+42일)2020.03.08,(+21일)2020.03.29,(+35일)2020.05.03,(+56일)2020.06.28,(+42일)2020.08.09,(+35일)2020.09.13,(+42일)2020.10.25,(+35일)2020.11.29,(+70일)2021.02.07,(+21일)2021.02.28,(+28일)2021.03.28,(+28일)2021.04.25,(+28일)2021.05.23,(+28일)2021.06.20,(+28일)2021.07.18,(+28일)2021.08.15,(+28일)2021.09.12,(+49일)2021.10.31,(+49일)2021.12.19,(+42일)2022.01.30,(+49일)2022.03.20,(+35일)2022.04.24,(+42일)2022.06.05,(+35일)2022.07.10,(+42일)2022.08.21,(+35일)2022.09.25,(+14일)2022.10.09,(+42일)2022.11.20,(+21일)2022.12.11,(+14일)2022.12.25,(+35일)2023.01.29,(+28일)2023.02.26,(+42일)2023.04.09,(+14일)2023.04.23,(+28일)2023.05.21,(+28일)2023.06.18
테라 버닝 부스터 지급,2023.07.09
폭풍 성장의 비약 1개 지급,2018.01.14,(+161일)2018.06.24,(+294일)2019.04.14,(+77일)2019.06.30
폴로와 프리토의 현상금 사냥 경험치 1.5배,2017.04.02,(+84일)2017.06.25,(+35일)2017.07.30,(+42일)2017.09.10
폴로와 프리토의 현상금 사냥 경험치 2배,2017.11.26,(+119일)2018.03.25,(+98일)2018.07.01,(+161일)2018.12.09,(+112일)2019.03.31,(+84일)2019.06.23,(+49일)2019.08.11,(+42일)2019.09.22,(+77일)2019.12.08,(+70일)2020.02.16,(+42일)2020.03.29,(+42일)2020.05.10,(+56일)2020.07.05,(+63일)2020.09.06,(+35일)2020.10.11,(+42일)2020.11.22,(+28일)2020.12.20,(+77일)2021.03.07,(+28일)2021.04.04,(+28일)2021.05.02,(+28일)2021.05.30,(+28일)2021.06.27,(+28일)2021.07.25,(+28일)2021.08.22,(+28일)2021.09.19,(+49일)2021.11.07,(+56일)2022.01.02,(+42일)2022.02.13,(+28일)2022.03.13,(+35일)2022.04.17,(+21일)2022.05.08
"폴로와 프리토, 에스페시아의 현상금 사냥 경험치 2배",(+91일)2022.08.07,(+49일)2022.09.25,(+7일)2022.10.02,(+42일)2022.11.13,(+21일)2022.12.04,(+35일)2023.01.08,(+42일)2023.02.19,(+56일)2023.04.16,(+14일)2023.04.30,(+28일)2023.05.28,(+21일)2023.06.18
프리미엄 PC방 접속 시간 2배 누적,2020.02.16,(+7일)2020.02.23
필드 몬스터를 통해 얻을 수 있는 명예의 훈장 명성치 획득량 5배,2017.10.15,(+392일)2018.11.11
"(리부트, 리부트2월드 : 하루 종일 드롭률 2배)",2017.03.12,(+231일)2017.10.29,(+140일)2018.03.18,(+42일)2018.04.29,(+49일)2018.06.17,(+84일)2018.09.09,(+56일)2018.11.04
